Count,Time
0,8.169
0,8.17
0,8.171
0,8.172
0,8.173
0,8.174
0,8.175
0,8.176
2,8.177
0,8.178
1,8.179
0,8.18
0,8.181
0,8.182
2,8.183
2,8.184
0,8.185
0,8.186
26.754633,8.187
0,8.188
0,8.189
26.8035773,8.19
0,8.191
0,8.192
0,8.193
0,8.194
3,8.195
0,8.196
4,8.197
1,8.198
0,8.199
0,8.2
2,8.201
16.03659977,8.202
1.331165076,8.203
0,8.204
0,8.205
0,8.206
0,8.207
2,8.208
6,8.209
0,8.21
1,8.211
0,8.212
0,8.213
0,8.214
0,8.215
2,8.216
0,8.217
0,8.218
2,8.219
0,8.22
0,8.221
0,8.222
0,8.223
0,8.224
0,8.225
0,8.226
0,8.227
0,8.228
0,8.229
3.834563788,8.23
0,8.231
0,8.232
0,8.233
0,8.234
0,8.235
0,8.236
2,8.237
3,8.238
0,8.239
0,8.24
0,8.241
0,8.242
0,8.243
3,8.244
0,8.245
0,8.246
0,8.247
0,8.248
0,8.249
6.303284925,8.25
0,8.251
0,8.252
7.678210462,8.253
0,8.254
2,8.255
0,8.256
0,8.257
0,8.258
0,8.259
1,8.26
0,8.261
0,8.262
0,8.263
0,8.264
0,8.265
0,8.266
0,8.267
0,8.268
0,8.269
0,8.27
0,8.271
0,8.272
0,8.273
0,8.274
16.33332161,8.275
1,8.276
0,8.277
0,8.278
9.046592307,8.279
2,8.28
0,8.281
1,8.282
0,8.283
1,8.284
0,8.285
1,8.286
3.51731202,8.287
0,8.288
0,8.289
1,8.29
0,8.291
5.98105902,8.292
0,8.293
0,8.294
0,8.295
0,8.296
0,8.297
0,8.298
0,8.299
0,8.3
0,8.301
0,8.302
0,8.303
0,8.304
0,8.305
0,8.306
0,8.307
2,8.308
0,8.309
0,8.31
0,8.311
0,8.312
0,8.313
0,8.314
0,8.315
2.290288398,8.316
0,8.317
0,8.318
25.95026956,8.319
2.318935044,8.32
0,8.321
0,8.322
0,8.323
0,8.324
31.43400526,8.325
2,8.326
6.331229064,8.327
0,8.328
1,8.329
0,8.33
1,8.331
0,8.332
2,8.333
0,8.334
3.869424278,8.335
1,8.336
0,8.337
2.477995754,8.338
0,8.339
1,8.34
0,8.341
0,8.342
0,8.343
0,8.344
0,8.345
0,8.346
18.97642132,8.347
1,8.348
0,8.349
0,8.35
0,8.351
6.763639516,8.352
0,8.353
0,8.354
0.772687547,8.355
0,8.356
6,8.357
0,8.358
0,8.359
0,8.36
0,8.361
0,8.362
0,8.363
1,8.364
2,8.365
0,8.366
0,8.367
0,8.368
0,8.369
1,8.37
0,8.371
0.0463394,8.372
0,8.373
9.812409884,8.374
5,8.375
0,8.376
0,8.377
0,8.378
3,8.379
0,8.38
0,8.381
0,8.382
0.126085147,8.383
0,8.384
0,8.385
1,8.386
0,8.387
0,8.388
0,8.389
2.889679606,8.39
0,8.391
0,8.392
0,8.393
0.821100396,8.394
0,8.395
0,8.396
0,8.397
1.814746966,8.398
1,8.399
1,8.4
0,8.401
3.202486068,8.402
0,8.403
1,8.404
7.888030293,8.405
0,8.406
0,8.407
1,8.408
1,8.409
5,8.41
1.117038539,8.411
0,8.412
0,8.413
2.777055666,8.414
0,8.415
3.443524526,8.416
0,8.417
2,8.418
2,8.419
1,8.42
1,8.421
0,8.422
0,8.423
0,8.424
2,8.425
0,8.426
1,8.427
0,8.428
2,8.429
1.013254332,8.43
5.115341621,8.431
0,8.432
1,8.433
0,8.434
0,8.435
0,8.436
0,8.437
0,8.438
0,8.439
0,8.44
1,8.441
1,8.442
0,8.443
0,8.444
34.1145886,8.445
0,8.446
0,8.447
5.120815888,8.448
0.000443993,8.449
0,8.45
0,8.451
0,8.452
0,8.453
3,8.454
1,8.455
0,8.456
0,8.457
0,8.458
0,8.459
0,8.46
7.940189934,8.461
1,8.462
1,8.463
0,8.464
0,8.465
0,8.466
0,8.467
0,8.468
1,8.469
3,8.47
0,8.471
0,8.472
0,8.473
0,8.474
0,8.475
0,8.476
0,8.477
0,8.478
0,8.479
0,8.48
0,8.481
1,8.482
1,8.483
0.909331907,8.484
0,8.485
0,8.486
2.266408218,8.487
2,8.488
0,8.489
1,8.49
0,8.491
4,8.492
5,8.493
3,8.494
2.625086434,8.495
1.256398216,8.496
1,8.497
0,8.498
0,8.499
0,8.5
2,8.501
0,8.502
0,8.503
0,8.504
0,8.505
1,8.506
1,8.507
0,8.508
0,8.509
0,8.51
0,8.511
2,8.512
0,8.513
0,8.514
12.63089802,8.515
0,8.516
0,8.517
0,8.518
1,8.519
1.931351401,8.52
0,8.521
2,8.522
0,8.523
1,8.524
2,8.525
1.225263028,8.526
0,8.527
0,8.528
0,8.529
4,8.53
0,8.531
0,8.532
0,8.533
0,8.534
4.193265276,8.535
0,8.536
0,8.537
0.759355519,8.538
1,8.539
0,8.54
1,8.541
0,8.542
2.188665355,8.543
1,8.544
0,8.545
0,8.546
1,8.547
0,8.548
0,8.549
0,8.55
3.107932184,8.551
0,8.552
0,8.553
0,8.554
0,8.555
3,8.556
0,8.557
1,8.558
0,8.559
0,8.56
1,8.561
2.872847251,8.562
0,8.563
0,8.564
7.588561533,8.565
7.119709711,8.566
0,8.567
0,8.568
0,8.569
0,8.57
0,8.571
0,8.572
0,8.573
0,8.574
0,8.575
0,8.576
2,8.577
0,8.578
0,8.579
0,8.58
0,8.581
0,8.582
12.05242654,8.583
0,8.584
0,8.585
5,8.586
0,8.587
0,8.588
0,8.589
6.48001494,8.59
1,8.591
0,8.592
1,8.593
5.899101369,8.594
0.622388128,8.595
7.865653569,8.596
2,8.597
3.123024406,8.598
0,8.599
3.223131153,8.6
10.82920405,8.601
0,8.602
0,8.603
1.41630851,8.604
0,8.605
1,8.606
0,8.607
0.35328697,8.608
0,8.609
1,8.61
4.014982469,8.611
0,8.612
0,8.613
0,8.614
0,8.615
0,8.616
1,8.617
2.54507013,8.618
1,8.619
3,8.62
0,8.621
0,8.622
0,8.623
5,8.624
18.66725174,8.625
4,8.626
2.335552089,8.627
1,8.628
22.69454472,8.629
1,8.63
0,8.631
0,8.632
23.24077632,8.633
0,8.634
0,8.635
0,8.636
0,8.637
1,8.638
5.21043066,8.639
0,8.64
5.766433457,8.641
2,8.642
13.06844228,8.643
1.845952331,8.644
0,8.645
0,8.646
2.404835873,8.647
0,8.648
0,8.649
3,8.65
0,8.651
11.56509747,8.652
0,8.653
5.107055498,8.654
6.473130509,8.655
0,8.656
1,8.657
1,8.658
2.147852087,8.659
0,8.66
12.00358357,8.661
1,8.662
0,8.663
0,8.664
0,8.665
1,8.666
0,8.667
0,8.668
0,8.669
0,8.67
7.913050763,8.671
23.431554,8.672
1,8.673
0,8.674
0,8.675
4.703553235,8.676
0,8.677
0,8.678
0,8.679
2,8.68
1,8.681
9.067446182,8.682
3.528437117,8.683
0,8.684
0,8.685
4.833050093,8.686
2,8.687
6.971702823,8.688
0,8.689
2,8.69
0,8.691
1,8.692
1,8.693
2,8.694
2,8.695
18.78760808,8.696
0,8.697
3.379820709,8.698
1,8.699
0,8.7
1,8.701
0,8.702
2,8.703
0,8.704
1,8.705
0,8.706
3.276238674,8.707
0,8.708
1,8.709
0,8.71
0,8.711
0,8.712
0,8.713
0,8.714
1,8.715
0,8.716
0,8.717
25.06667855,8.718
0,8.719
0,8.72
0,8.721
1,8.722
1,8.723
0,8.724
0,8.725
0,8.726
0,8.727
3,8.728
0,8.729
0,8.73
0,8.731
0,8.732
0,8.733
0,8.734
11.76834208,8.735
3.366118407,8.736
0,8.737
1,8.738
1.456761481,8.739
0,8.74
0,8.741
0,8.742
0,8.743
4.605326132,8.744
24.8953307,8.745
2.913065749,8.746
3.707481913,8.747
10.00403344,8.748
0,8.749
1,8.75
9.259230082,8.751
2.702479709,8.752
3,8.753
1,8.754
8.79199605,8.755
0,8.756
0,8.757
2.012804847,8.758
1,8.759
1,8.76
0,8.761
1.665476133,8.762
5.632526276,8.763
0,8.764
0,8.765
0,8.766
1,8.767
0,8.768
2,8.769
1,8.77
7.52253333,8.771
0,8.772
0,8.773
1,8.774
7,8.775
1,8.776
3.074803058,8.777
2.434667186,8.778
0,8.779
4,8.78
1,8.781
0,8.782
0,8.783
2,8.784
2,8.785
0,8.786
0,8.787
0,8.788
0,8.789
3,8.79
0,8.791
1,8.792
3,8.793
0,8.794
7.482952105,8.795
0,8.796
0,8.797
0,8.798
0,8.799
9.706938584,8.8
0,8.801
0,8.802
18.62739606,8.803
0,8.804
0,8.805
1.203951825,8.806
0,8.807
0,8.808
0,8.809
10.52661671,8.81
2,8.811
5.469653268,8.812
45.36127211,8.813
0,8.814
4.651197624,8.815
0,8.816
0,8.817
1.636150491,8.818
0,8.819
3,8.82
0,8.821
1.142139617,8.822
0,8.823
0,8.824
0,8.825
0,8.826
0,8.827
3,8.828
1,8.829
0,8.83
2.497846748,8.831
0,8.832
1,8.833
0,8.834
0,8.835
0,8.836
1,8.837
1,8.838
0,8.839
1,8.84
0,8.841
0,8.842
3.029175511,8.843
0,8.844
0,8.845
0,8.846
0,8.847
0,8.848
0,8.849
0,8.85
5.592142027,8.851
0,8.852
0,8.853
1,8.854
7,8.855
1,8.856
0,8.857
3.453413103,8.858
13.16336147,8.859
1,8.86
2.122935329,8.861
1,8.862
0,8.863
0,8.864
2,8.865
0,8.866
0,8.867
0,8.868
5.716974055,8.869
0,8.87
0,8.871
4.145504113,8.872
0,8.873
1,8.874
0,8.875
0,8.876
8.558252509,8.877
43.36893119,8.878
0,8.879
3,8.88
0,8.881
1,8.882
1,8.883
0,8.884
1,8.885
1,8.886
0,8.887
1,8.888
1,8.889
0,8.89
5.933894572,8.891
2,8.892
2.012199738,8.893
1,8.894
1,8.895
4.207348121,8.896
5.928116349,8.897
9.202754322,8.898
1,8.899
0,8.9
0,8.901
0,8.902
0,8.903
2,8.904
0,8.905
0,8.906
0,8.907
0,8.908
0,8.909
2,8.91
4.463345512,8.911
0,8.912
13.32822479,8.913
1,8.914
1,8.915
0,8.916
0,8.917
0,8.918
0,8.919
9.171500887,8.92
1,8.921
1,8.922
0,8.923
7.062564842,8.924
9.321966059,8.925
0,8.926
0,8.927
10.1037222,8.928
12.23546603,8.929
11.39330194,8.93
15.41730945,8.931
0,8.932
43.38549928,8.933
1,8.934
0,8.935
0,8.936
1,8.937
1,8.938
1,8.939
0,8.94
2,8.941
0,8.942
7.13050289,8.943
0,8.944
0,8.945
0,8.946
0,8.947
0,8.948
0,8.949
9.834389204,8.95
0,8.951
0,8.952
2,8.953
0,8.954
3,8.955
20.18444389,8.956
2,8.957
0,8.958
1,8.959
1,8.96
0,8.961
1,8.962
0.408369905,8.963
1,8.964
0,8.965
0,8.966
0,8.967
0,8.968
4,8.969
0,8.97
1,8.971
7,8.972
2,8.973
0,8.974
1,8.975
2,8.976
0,8.977
0,8.978
0,8.979
1,8.98
1,8.981
0,8.982
7.291441233,8.983
1,8.984
1,8.985
0,8.986
3,8.987
3.451139773,8.988
0,8.989
1,8.99
2.381114569,8.991
0,8.992
0.508080779,8.993
0,8.994
1,8.995
0,8.996
5.710528903,8.997
1,8.998
0,8.999
1,9
26.66285343,9.001
0,9.002
0,9.003
0,9.004
4,9.005
1,9.006
0,9.007
1,9.008
0,9.009
3,9.01
0,9.011
0,9.012
0,9.013
1,9.014
1,9.015
1,9.016
4,9.017
0,9.018
4.724067248,9.019
6.518145093,9.02
14.2981387,9.021
0,9.022
0,9.023
0,9.024
0,9.025
0,9.026
1,9.027
0,9.028
0,9.029
3,9.03
1,9.031
0,9.032
1,9.033
1,9.034
0,9.035
3,9.036
0,9.037
5,9.038
9.847280744,9.039
5.360752364,9.04
5.405925636,9.041
1,9.042
1,9.043
0,9.044
1,9.045
12.34295779,9.046
1,9.047
3.494229807,9.048
0,9.049
1,9.05
2,9.051
0,9.052
2,9.053
13.62966862,9.054
1,9.055
0,9.056
0,9.057
6.054951546,9.058
0,9.059
1,9.06
2,9.061
0,9.062
0,9.063
2,9.064
0,9.065
6.700866831,9.066
1,9.067
1,9.068
2,9.069
2.971170777,9.07
0,9.071
1,9.072
14.10827537,9.073
0,9.074
0,9.075
0,9.076
0,9.077
1,9.078
5,9.079
0,9.08
4.011440835,9.081
7.730391838,9.082
6,9.083
0,9.084
0,9.085
0,9.086
0,9.087
1,9.088
0,9.089
0,9.09
6.783894526,9.091
6.75160459,9.092
0,9.093
1,9.094
11.06122332,9.095
7.099140199,9.096
15.21784745,9.097
7.636347956,9.098
10.06205647,9.099
0,9.1
1,9.101
6.207436073,9.102
3,9.103
0,9.104
7.441715609,9.105
2,9.106
8.833565429,9.107
8.435332178,9.108
1,9.109
10.58678152,9.11
0,9.111
6.483991717,9.112
2,9.113
1,9.114
1,9.115
0,9.116
3,9.117
1,9.118
1,9.119
3,9.12
0,9.121
1,9.122
1,9.123
0,9.124
2,9.125
27.21196835,9.126
8.943454574,9.127
2,9.128
1,9.129
21.9439202,9.13
4.940116784,9.131
0,9.132
2,9.133
1,9.134
6.434590237,9.135
1,9.136
2,9.137
0,9.138
1,9.139
1,9.14
2,9.141
0,9.142
9.19780492,9.143
14.53983744,9.144
1,9.145
1,9.146
1,9.147
1,9.148
3,9.149
7.171843717,9.15
0,9.151
3,9.152
1,9.153
0,9.154
1,9.155
0,9.156
0,9.157
2,9.158
3,9.159
71.00871657,9.16
12.98249263,9.161
7.91411991,9.162
1,9.163
0,9.164
1,9.165
1,9.166
1,9.167
4,9.168
0,9.169
2,9.17
0,9.171
3,9.172
0,9.173
0,9.174
1,9.175
0,9.176
11.01523822,9.177
1,9.178
72.64186204,9.179
13.62050773,9.18
11.63247967,9.181
9.362060849,9.182
1,9.183
0,9.184
0,9.185
2,9.186
2,9.187
1,9.188
1,9.189
1,9.19
0,9.191
11.36156646,9.192
0,9.193
4.020395758,9.194
1,9.195
0,9.196
5.902544784,9.197
16.41553679,9.198
3,9.199
21.61547871,9.2
3,9.201
2,9.202
0,9.203
8.469692394,9.204
3,9.205
0,9.206
8.251270086,9.207
0,9.208
2,9.209
2,9.21
1,9.211
9.013654932,9.212
1,9.213
0,9.214
2,9.215
2,9.216
0,9.217
0,9.218
1,9.219
8.819491338,9.22
5,9.221
1,9.222
0,9.223
2,9.224
0,9.225
4.855533008,9.226
0,9.227
0,9.228
1,9.229
1,9.23
9.907266581,9.231
14.99398636,9.232
1,9.233
0,9.234
2,9.235
0,9.236
10.63030258,9.237
0,9.238
11.41692577,9.239
22.38986724,9.24
12.0154983,9.241
1,9.242
1,9.243
2,9.244
13.68778419,9.245
0,9.246
1,9.247
0,9.248
6,9.249
3,9.25
0,9.251
17.88997645,9.252
0,9.253
0,9.254
0,9.255
0,9.256
0,9.257
9.198477892,9.258
1,9.259
0,9.26
0,9.261
2,9.262
3,9.263
3,9.264
3,9.265
11.73718036,9.266
1,9.267
2,9.268
0,9.269
0,9.27
2,9.271
5,9.272
4,9.273
11.26326094,9.274
2,9.275
8.189053436,9.276
2,9.277
0,9.278
0,9.279
3,9.28
7.861914143,9.281
0,9.282
1,9.283
2,9.284
5.530213914,9.285
0,9.286
1,9.287
2,9.288
1,9.289
1,9.29
11.76518284,9.291
0,9.292
1,9.293
1,9.294
0,9.295
0,9.296
1,9.297
2,9.298
2,9.299
15.88901607,9.3
1,9.301
2,9.302
2,9.303
20.69087915,9.304
12.06016917,9.305
0,9.306
0,9.307
6,9.308
1,9.309
0,9.31
0,9.311
1,9.312
2,9.313
1,9.314
3,9.315
0,9.316
3.8389378,9.317
0,9.318
1,9.319
10.87402271,9.32
1,9.321
14.9587106,9.322
9.851385849,9.323
0,9.324
1,9.325
6,9.326
2,9.327
1,9.328
1,9.329
0,9.33
1,9.331
3,9.332
1,9.333
2,9.334
11.12525205,9.335
16.44853864,9.336
4,9.337
2,9.338
4,9.339
9.008777912,9.34
0,9.341
9.440803473,9.342
0,9.343
0,9.344
1,9.345
0,9.346
1,9.347
0,9.348
1,9.349
12.18948106,9.35
0,9.351
12.53307265,9.352
0,9.353
0,9.354
18.26656083,9.355
2,9.356
19.35531355,9.357
2,9.358
1,9.359
2,9.36
1,9.361
6,9.362
1,9.363
1,9.364
0,9.365
3,9.366
17.52760464,9.367
13.33485717,9.368
1,9.369
1,9.37
1,9.371
0,9.372
1,9.373
0,9.374
4,9.375
3,9.376
1,9.377
2,9.378
6,9.379
1,9.38
1,9.381
4,9.382
0,9.383
1,9.384
1,9.385
0,9.386
6,9.387
2,9.388
0,9.389
2,9.39
2,9.391
2,9.392
0,9.393
0,9.394
2,9.395
8.629034255,9.396
2,9.397
3,9.398
2,9.399
1,9.4
21.99782728,9.401
10.43857663,9.402
10.52386193,9.403
1,9.404
4,9.405
7.035158908,9.406
2,9.407
14.5401298,9.408
1,9.409
0,9.41
1,9.411
2,9.412
17.32641747,9.413
2,9.414
2,9.415
16.7853346,9.416
0,9.417
0,9.418
4,9.419
7.335650426,9.42
4,9.421
0,9.422
0,9.423
2,9.424
3,9.425
3,9.426
5,9.427
1,9.428
1,9.429
23.80626312,9.43
3,9.431
0,9.432
2,9.433
12.24295585,9.434
13.36413808,9.435
11.18874931,9.436
23.43771571,9.437
3.492126986,9.438
19.13817121,9.439
0,9.44
1,9.441
0,9.442
12.90304782,9.443
4,9.444
1,9.445
3,9.446
0,9.447
3,9.448
0,9.449
1,9.45
0,9.451
7,9.452
0,9.453
3,9.454
12.06688366,9.455
11.39357033,9.456
0,9.457
3,9.458
1,9.459
11.29378788,9.46
1,9.461
35.04713163,9.462
18.36656023,9.463
9.287060367,9.464
0,9.465
0,9.466
2,9.467
1,9.468
3,9.469
2,9.47
1,9.471
0,9.472
0,9.473
0,9.474
3,9.475
99.02963533,9.476
14.38509105,9.477
12.9341159,9.478
5.437468887,9.479
0,9.48
19.05514011,9.481
19.3046898,9.482
2,9.483
3,9.484
2,9.485
4,9.486
0,9.487
1,9.488
23.68608033,9.489
22.65196541,9.49
11.55188394,9.491
1,9.492
4,9.493
0,9.494
1,9.495
1,9.496
0,9.497
4,9.498
3,9.499
2,9.5
2,9.501
0,9.502
1,9.503
0,9.504
0,9.505
3,9.506
2,9.507
1,9.508
0,9.509
1,9.51
3,9.511
3,9.512
15.36595718,9.513
13.70081472,9.514
20.3333568,9.515
1,9.516
19.13182391,9.517
2,9.518
1,9.519
20.8797775,9.52
3,9.521
2,9.522
8,9.523
1,9.524
0,9.525
3,9.526
25.19738517,9.527
15.01516253,9.528
3,9.529
3,9.53
18.31694283,9.531
15.65362412,9.532
9,9.533
15.79481492,9.534
0,9.535
1,9.536
18.15228253,9.537
2,9.538
3,9.539
0,9.54
1,9.541
5,9.542
0,9.543
0,9.544
1,9.545
1,9.546
1,9.547
1,9.548
1,9.549
1,9.55
19.36762137,9.551
10.63532691,9.552
1,9.553
3,9.554
1,9.555
52.34456271,9.556
107.1589368,9.557
29.71472467,9.558
2,9.559
1,9.56
1,9.561
15.76944578,9.562
3,9.563
2,9.564
2,9.565
1,9.566
2,9.567
2,9.568
108.424031,9.569
64.75863375,9.57
20.56772008,9.571
13.05837609,9.572
2,9.573
1,9.574
18.70116963,9.575
3,9.576
1,9.577
1,9.578
2,9.579
1,9.58
2,9.581
1,9.582
13.03815766,9.583
4,9.584
0,9.585
0,9.586
4,9.587
3,9.588
3,9.589
3,9.59
21.70817452,9.591
15.9543654,9.592
16.52741723,9.593
0,9.594
4,9.595
3,9.596
13.97804822,9.597
20.79081418,9.598
4,9.599
0,9.6
2,9.601
0,9.602
16.16581192,9.603
0,9.604
24.59688544,9.605
0,9.606
0,9.607
1,9.608
0,9.609
2,9.61
0,9.611
17.18633654,9.612
21.32782211,9.613
19.53987058,9.614
0,9.615
0,9.616
5,9.617
0,9.618
16.83926409,9.619
2,9.62
2,9.621
0,9.622
1,9.623
4,9.624
1,9.625
2,9.626
3,9.627
1,9.628
16.35291772,9.629
18.8069642,9.63
14.92592711,9.631
27.73952869,9.632
20.97510745,9.633
1,9.634
12.67073891,9.635
1,9.636
1,9.637
17.91338556,9.638
3,9.639
12.09693358,9.64
0,9.641
6,9.642
3,9.643
3,9.644
0,9.645
7,9.646
17.57259697,9.647
17.55072879,9.648
0,9.649
3,9.65
14.73833611,9.651
0,9.652
2,9.653
14.52823194,9.654
1,9.655
18.84615829,9.656
0,9.657
28.78377429,9.658
2,9.659
14.40327127,9.66
13.6135828,9.661
4,9.662
2,9.663
4,9.664
0,9.665
20.59954624,9.666
4,9.667
0,9.668
16.73028398,9.669
16.42836522,9.67
13.44226478,9.671
34.52235635,9.672
1,9.673
17.13174921,9.674
3,9.675
2,9.676
3,9.677
34.24531227,9.678
4,9.679
3,9.68
0,9.681
22.28222383,9.682
0,9.683
1,9.684
1,9.685
16.68245155,9.686
76.58160562,9.687
0,9.688
18.98291064,9.689
2,9.69
15.82766911,9.691
0,9.692
0,9.693
2,9.694
2,9.695
15,9.696
2,9.697
1,9.698
2,9.699
3,9.7
1,9.701
18.69675206,9.702
1,9.703
1,9.704
2,9.705
1,9.706
2,9.707
5,9.708
1,9.709
2,9.71
4,9.711
0,9.712
1,9.713
1,9.714
4,9.715
4,9.716
26.72901503,9.717
15.04532015,9.718
15.98385582,9.719
8,9.72
2,9.721
1,9.722
1,9.723
9,9.724
65.194971,9.725
16.53399556,9.726
16.76987625,9.727
3,9.728
1,9.729
1,9.73
3,9.731
2,9.732
2,9.733
6,9.734
6,9.735
15,9.736
105.2955663,9.737
16.09408669,9.738
62.34578031,9.739
2,9.74
3,9.741
2,9.742
18.24654387,9.743
3,9.744
13.2010931,9.745
1,9.746
1,9.747
17.75278698,9.748
2,9.749
0,9.75
1,9.751
5,9.752
4,9.753
4,9.754
20.09820119,9.755
1,9.756
131.2993291,9.757
4,9.758
21.77138263,9.759
4,9.76
17.53357168,9.761
38.53966842,9.762
27.96546253,9.763
0,9.764
1,9.765
22.46525779,9.766
1,9.767
26.95998976,9.768
20.33434964,9.769
30.75073547,9.77
2,9.771
1,9.772
2,9.773
4,9.774
1,9.775
5,9.776
5,9.777
5,9.778
5,9.779
5,9.78
8,9.781
1,9.782
15.92434041,9.783
3,9.784
1,9.785
0,9.786
15.16285088,9.787
1,9.788
3,9.789
0,9.79
2,9.791
19.9836336,9.792
2,9.793
21.41712223,9.794
0,9.795
4,9.796
24.05477217,9.797
0,9.798
2,9.799
33.0197982,9.8
2,9.801
7.796882388,9.802
8,9.803
3,9.804
3,9.805
4,9.806
3,9.807
1,9.808
5,9.809
3,9.81
4,9.811
1,9.812
3,9.813
3,9.814
3,9.815
2,9.816
3,9.817
21.33168063,9.818
24.45610244,9.819
24.18930601,9.82
3,9.821
23.66010631,9.822
2,9.823
22.76231417,9.824
3,9.825
11.81813518,9.826
31.60070819,9.827
10,9.828
0,9.829
6,9.83
40.14203395,9.831
2,9.832
2,9.833
5,9.834
27.14342993,9.835
7.592542216,9.836
5,9.837
30.39509985,9.838
3,9.839
2,9.84
19.56753873,9.841
1,9.842
1,9.843
1,9.844
24.11420556,9.845
54.38456337,9.846
2,9.847
3,9.848
26.90060933,9.849
2,9.85
1,9.851
3,9.852
1,9.853
17.21356931,9.854
19.53373287,9.855
30.84701374,9.856
2,9.857
1,9.858
22.21682937,9.859
21.75805783,9.86
1,9.861
30.63393418,9.862
67.22027533,9.863
41.20700075,9.864
3,9.865
2,9.866
1,9.867
36.31796992,9.868
4,9.869
2,9.87
34.39879673,9.871
5,9.872
2,9.873
0,9.874
2,9.875
1,9.876
11.95009277,9.877
24.48032311,9.878
26.9582461,9.879
3,9.88
2,9.881
27.67726301,9.882
23.73341127,9.883
2,9.884
3,9.885
3,9.886
3,9.887
1,9.888
21.62797183,9.889
1,9.89
30.25877423,9.891
0,9.892
3,9.893
2,9.894
4,9.895
25.54894994,9.896
39.85952864,9.897
25.69238177,9.898
2,9.899
27.63598209,9.9
1,9.901
2,9.902
1,9.903
24.02919248,9.904
2,9.905
1,9.906
3,9.907
28.34217265,9.908
7,9.909
2,9.91
4,9.911
1,9.912
7,9.913
35.10546617,9.914
1,9.915
26.39013568,9.916
2,9.917
2,9.918
26.39885601,9.919
24.94525393,9.92
7,9.921
2,9.922
6,9.923
3,9.924
1,9.925
2,9.926
6,9.927
1,9.928
1,9.929
1,9.93
3,9.931
3,9.932
29.15347181,9.933
2,9.934
3,9.935
0,9.936
2,9.937
29.05111903,9.938
4,9.939
26.98086738,9.94
32.70330797,9.941
30.72956429,9.942
4,9.943
4,9.944
9,9.945
6,9.946
3,9.947
4,9.948
6,9.949
3,9.95
33.06140435,9.951
47.39364128,9.952
23.89018114,9.953
5,9.954
2,9.955
1,9.956
2,9.957
3,9.958
25.40943098,9.959
4,9.96
28.8937745,9.961
27.46947607,9.962
1,9.963
2,9.964
3,9.965
2,9.966
2,9.967
3,9.968
3,9.969
5,9.97
4,9.971
40.30757855,9.972
25.83441175,9.973
2,9.974
0,9.975
21.51728447,9.976
4,9.977
28.765588,9.978
2,9.979
5,9.98
2,9.981
5,9.982
2,9.983
6,9.984
1,9.985
4,9.986
2,9.987
0,9.988
21.15916998,9.989
0,9.99
1,9.991
2,9.992
5,9.993
2,9.994
6,9.995
4,9.996
0,9.997
2,9.998
23.57923148,9.999
3,10
27.90378728,10.001
1,10.002
3,10.003
2,10.004
10,10.005
23.51077976,10.006
27.4311332,10.007
5,10.008
3,10.009
2,10.01
25.64882426,10.011
1,10.012
1,10.013
5,10.014
4,10.015
5,10.016
32.49380585,10.017
0,10.018
5,10.019
4,10.02
47.43232863,10.021
4,10.022
6,10.023
6,10.024
2,10.025
3,10.026
1,10.027
1,10.028
4,10.029
2,10.03
0,10.031
1,10.032
5,10.033
2,10.034
2,10.035
20.70886638,10.036
27.99297246,10.037
28.01037814,10.038
2,10.039
2,10.04
8,10.041
0,10.042
8,10.043
1,10.044
23.34468662,10.045
2,10.046
2,10.047
34.08847516,10.048
5,10.049
2,10.05
2,10.051
1,10.052
24.25046841,10.053
2,10.054
3,10.055
25.36131496,10.056
1,10.057
3,10.058
2,10.059
27.20136077,10.06
2,10.061
2,10.062
25.15736416,10.063
11,10.064
3,10.065
2,10.066
1,10.067
2,10.068
5,10.069
30.27058328,10.07
32.18135094,10.071
22.08940222,10.072
27.20472016,10.073
39.37230472,10.074
3,10.075
2,10.076
27.25737588,10.077
5,10.078
26.70400536,10.079
4,10.08
2,10.081
4,10.082
1,10.083
2,10.084
3,10.085
29.65566382,10.086
27.98435553,10.087
0,10.088
5,10.089
1,10.09
28.59938072,10.091
173.1194197,10.092
6,10.093
30.52298104,10.094
35.27543265,10.095
6,10.096
20.96431965,10.097
24.36777298,10.098
24.61815475,10.099
6,10.1
3,10.101
5,10.102
6,10.103
2,10.104
2,10.105
2,10.106
4,10.107
3,10.108
1,10.109
2,10.11
1,10.111
27.79399846,10.112
33.31547925,10.113
44.44900588,10.114
31.66555449,10.115
4,10.116
3,10.117
1,10.118
0,10.119
6,10.12
25.92101286,10.121
0,10.122
69.26087601,10.123
8,10.124
0,10.125
5,10.126
3,10.127
4,10.128
3,10.129
1,10.13
0,10.131
25.25909409,10.132
0,10.133
4,10.134
1,10.135
2,10.136
3,10.137
2,10.138
37.14290477,10.139
5,10.14
1,10.141
23.95416859,10.142
7,10.143
4,10.144
2,10.145
37.54582905,10.146
3,10.147
23.84195363,10.148
29.15409476,10.149
25.90132706,10.15
28.09889573,10.151
42.50813517,10.152
1,10.153
27.95909843,10.154
90.64173745,10.155
5,10.156
0,10.157
3,10.158
8,10.159
4,10.16
1,10.161
17,10.162
3,10.163
0,10.164
2,10.165
2,10.166
21.68599068,10.167
1,10.168
5,10.169
4,10.17
32.24534479,10.171
1,10.172
4,10.173
1,10.174
4,10.175
2,10.176
33.34911805,10.177
3,10.178
3,10.179
3,10.18
3,10.181
2,10.182
1,10.183
51.48103277,10.184
34.88223569,10.185
