Cases,Time
3.412818989754416e-07,5.096
3.695248942245014e-07,5.097
3.294137825519462e-07,5.098
3.525193506144185e-07,5.099
2.0871938798445746e-07,5.1000000000000005
2.1549703541060317e-07,5.101
2.294750661468683e-07,5.102
2.09247388102201e-07,5.103
1.882289592273245e-07,5.104
1.4567813674790704e-07,5.105
1.5279422765834308e-07,5.106
1.8047924467995506e-07,5.107
1.2933706352338214e-07,5.1080000000000005
1.2481072584114858e-07,5.109
8.11834259816964e-08,5.11
1.1680677897455489e-07,5.111
1.0287321290163037e-07,5.112
1.6448371514690927e-07,5.113
1.9103251321240738e-07,5.114
1.6963934570344425e-07,5.115
1.7266868023727217e-07,5.1160000000000005
1.4263017630910554e-07,5.117
1.3897927938427833e-07,5.118
1.080547075124011e-07,5.119
1.1987750961630589e-07,5.12
1.1924070031913586e-07,5.121
1.649886936668203e-07,5.122
1.5524203532564987e-07,5.123
1.4629674322442881e-07,5.124
6.897960069421038e-08,5.125
6.97896114132294e-08,5.126
6.190916640040218e-08,5.127
9.33540527788274e-08,5.128
1.1268078819189576e-07,5.1290000000000004
1.705914277700285e-07,5.13
1.8598727771144418e-07,5.131
2.153977120265981e-07,5.132
3.0023060585335224e-07,5.133
2.935948287253689e-07,5.134
3.204895116391426e-07,5.135
3.536658953819682e-07,5.136
3.784895766246239e-07,5.1370000000000005
3.58451601316349e-07,5.138
3.559809209551482e-07,5.139
3.578515674081881e-07,5.14
3.79171249594272e-07,5.141
3.613959954143373e-07,5.142
3.665299646660616e-07,5.143
3.710086402178568e-07,5.144
3.547611072190622e-07,5.1450000000000005
2.688387607411067e-07,5.146
2.834955481417203e-07,5.147
2.2224287034372406e-07,5.148
2.589143891437481e-07,5.149
2.391886471020447e-07,5.15
2.1798130136821619e-07,5.151
2.4217869984637174e-07,5.152
2.3407750698618762e-07,5.1530000000000005
2.5520177226983386e-07,5.154
3.454747932478165e-07,5.155
3.939491410766513e-07,5.156
3.8904367899255394e-07,5.157
3.7635010920984265e-07,5.158
3.871109551217644e-07,5.159
3.477431949897172e-07,5.16
4.015685641346385e-07,5.1610000000000005
4.0776860190013435e-07,5.162
3.544281495664592e-07,5.163
3.360914762610651e-07,5.164
3.060997060895525e-07,5.165
3.049554856191829e-07,5.166
2.90337788478218e-07,5.167
2.78908452941588e-07,5.168
3.773368630552724e-07,5.1690000000000005
3.68238930411037e-07,5.17
3.69345401337238e-07,5.171
3.8864165211943596e-07,5.172
3.380548831337117e-07,5.173
3.924387537281989e-07,5.174
3.883886251320421e-07,5.175
3.806402525401958e-07,5.176
1.350521589529393e-07,5.1770000000000005
1.337981853561532e-07,5.178
1.284239189508285e-07,5.179
7.957451577186683e-08,5.18
5.295224650931586e-08,5.181
0.0,5.182
8.69690969125442e-09,5.183
3.33296272242016e-09,5.184
2.2738387801512744e-08,5.1850000000000005
1.4694260607374897e-08,5.186
5.1294645088513115e-09,5.187
7.235806357315509e-09,5.188
3.515136657119689e-08,5.189
4.89406235270008e-08,5.19
2.5745282465725946e-08,5.191
6.03551851299047e-08,5.192
8.651500918767895e-08,5.1930000000000005
8.507852937575505e-08,5.194
9.101185301474404e-08,5.195
9.64452658403172e-08,5.196
1.2678566616915416e-07,5.197
1.5372934085022004e-07,5.198
1.833745823746753e-07,5.199
2.011061425907702e-07,5.2
1.6578445986063224e-07,5.2010000000000005
1.4360316620049374e-07,5.202
1.6872449200218077e-07,5.203
1.4761239648551345e-07,5.204
1.1749657694509965e-07,5.205
1.712536570366676e-07,5.206
1.881275943675553e-07,5.207
2.073640858671085e-07,5.208
1.903300885247239e-07,5.2090000000000005
1.7213502101663466e-07,5.21
2.0613717298796245e-07,5.211
1.9177842954684882e-07,5.212
2.40982100686302e-07,5.213
2.4306354774237335e-07,5.214
1.7743182804582618e-07,5.215
1.798915487594019e-07,5.216
1.3835770911513764e-07,5.2170000000000005
1.428076008211946e-07,5.218
1.4610837139048025e-07,5.219
1.560274434125491e-07,5.22
1.6592729113529204e-07,5.221
1.5829390269563445e-07,5.222
1.3040466483352717e-07,5.223
1.719547906342344e-07,5.224
1.4706683539534118e-07,5.2250000000000005
2.356061622844531e-07,5.226
2.3185981474792522e-07,5.227
2.290541524318668e-07,5.228
2.302991742698793e-07,5.229
2.3493895866112027e-07,5.23
2.4572407216379013e-07,5.231
2.4519410589247177e-07,5.232
2.583583555704573e-07,5.2330000000000005
2.475818625919197e-07,5.234
2.0257509344094642e-07,5.235
2.2486806915219277e-07,5.236
2.162621845686095e-07,5.237
1.9759592530371614e-07,5.238
2.0096719968449242e-07,5.239
1.269008928279757e-07,5.24
1.5474361830414342e-07,5.2410000000000005
1.7071618806494265e-07,5.242
1.562279926665182e-07,5.243
1.3017922086659093e-07,5.244
1.135113521132074e-07,5.245
9.620273099318653e-08,5.246
8.98204507341006e-08,5.247
7.7772868104932e-08,5.248
2.652147657704389e-08,5.249
6.519545699288691e-09,5.25
0.0,5.251
1.3809138298136992e-08,5.252
7.747537870474811e-09,5.253
0.0,5.2540000000000004
0.0,5.255
1.6432037942425053e-08,5.256
0.0,5.257
0.0,5.258
1.7914137841536522e-08,5.259
0.0,5.26
0.0,5.261
1.3717255582376884e-08,5.2620000000000005
1.3495973963580997e-07,5.263
1.243637292371791e-07,5.264
1.5769586808776017e-07,5.265
1.0670454001635253e-07,5.266
5.5877847609300776e-08,5.267
4.793746245468349e-08,5.268
7.265771172062905e-08,5.269
9.847087789994484e-08,5.2700000000000005
7.011709971464594e-08,5.271
6.180383734038888e-08,5.272
4.7706272675892215e-08,5.273
1.124549755741412e-07,5.274
1.1897188321642366e-07,5.275
1.4406325005321465e-07,5.276
1.806816489197107e-07,5.277
1.980273024933792e-07,5.2780000000000005
1.7171318333671037e-07,5.279
1.502481835947422e-07,5.28
1.825308993653656e-07,5.281
1.0634883311065446e-07,5.282
1.0377206664650585e-07,5.283
1.017728663580954e-07,5.284
1.1866775082498937e-07,5.285
9.14944720009206e-08,5.2860000000000005
9.64130341498532e-08,5.287
1.0822170337299945e-07,5.288
1.3887685160352132e-07,5.289
0.0,5.29
0.0,5.291
2.201326440736056e-08,5.292
5.022346778544555e-08,5.293
3.9245430900589705e-08,5.2940000000000005
1.5837844034454778e-08,5.295
0.0,5.296
3.198373125572826e-08,5.297
0.0,5.298
1.72950754133199e-08,5.299
2.54382078015664e-08,5.3
5.1575607631984704e-08,5.301
5.22616199746749e-08,5.3020000000000005
7.330623085069403e-08,5.303
4.693404275955343e-08,5.304
1.9419744579014813e-09,5.305
1.7221289953318888e-08,5.306
0.0,5.307
0.0,5.308
0.0,5.309
0.0,5.3100000000000005
3.3888056920269543e-08,5.311
4.417028285513004e-08,5.312
9.743085775591577e-09,5.313
5.082606490569e-08,5.314
8.050574534606576e-08,5.315
7.544274201933256e-08,5.316
8.371224110545665e-08,5.317
1.1836798234712937e-07,5.3180000000000005
1.1228952296590805e-07,5.319
1.1041820817395881e-07,5.32
9.740969032085086e-08,5.321
1.1144409348877434e-07,5.322
8.235327970463612e-08,5.323
1.1084641434237697e-07,5.324
1.377753518033793e-07,5.325
3.0374977349102466e-07,5.3260000000000005
3.025398389797747e-07,5.327
2.988578174338183e-07,5.328
2.781865939023693e-07,5.329
2.567663832250185e-07,5.33
2.265106420151869e-07,5.331
2.578458237151993e-07,5.332
2.407702127755947e-07,5.333
2.0751515895500705e-07,5.3340000000000005
2.7761842127642455e-07,5.335
2.773445626193298e-07,5.336
2.738945802052399e-07,5.337
2.9785050612258226e-07,5.338
2.861932445432054e-07,5.339
2.991910969805622e-07,5.34
2.47008160580538e-07,5.341
2.318947899553911e-07,5.3420000000000005
1.8515161007728604e-07,5.343
1.5515060464711197e-07,5.344
1.4785588055563626e-07,5.345
1.450443623858198e-07,5.346
1.365280590012215e-07,5.347
9.54959284350609e-08,5.348
7.432222916813272e-08,5.349
1.1297488743464732e-07,5.3500000000000005
7.294289049115911e-08,5.351
7.666409688952333e-08,5.352
7.506583707934885e-08,5.353
0.0,5.354
1.1634803204806808e-08,5.355
0.0,5.356
0.0,5.357
9.761122065123811e-10,5.3580000000000005
0.0,5.359
1.764268042244293e-08,5.36
7.132108532399722e-08,5.361
0.0,5.362
0.0,5.363
1.2917140729279502e-07,5.364
1.1265056212482605e-07,5.365
1.4219760010214274e-07,5.3660000000000005
8.076981195799027e-08,5.367
1.1109455273609015e-07,5.368
1.1765565086530686e-07,5.369
1.350059104689268e-07,5.37
1.1343276641498117e-07,5.371
1.0575570632602333e-07,5.372
1.286823937467914e-07,5.373
1.2475679456337117e-07,5.3740000000000006
1.1808010489425197e-07,5.375
1.0430832243871803e-07,5.376
0.0,5.377
0.0,5.378
0.0,5.3790000000000004
1.2421021878037246e-08,5.38
0.0,5.381
0.0,5.382
0.0,5.383
8.74409902273777e-10,5.384
0.0,5.385
0.0,5.386
1.8451361341737038e-08,5.3870000000000005
3.6865715865707535e-08,5.388
0.0,5.389
0.0,5.39
0.0,5.391
0.0,5.392
2.1548169876165136e-08,5.393
8.020684467088899e-08,5.394
4.843573909903493e-08,5.3950000000000005
2.542842121242714e-08,5.396
2.2578852393583612e-08,5.397
2.6562471672930362e-08,5.398
6.066380884121739e-08,5.399
4.950147832709641e-08,5.4
4.6180581906837494e-08,5.401
2.897791991994339e-08,5.402
6.96920705793743e-08,5.4030000000000005
1.0079765331753744e-07,5.404
1.533886564567266e-07,5.405
1.5278715387645837e-07,5.406
2.0328967186648603e-07,5.407
1.8324427408692306e-07,5.408
2.2345677630717107e-07,5.409
2.392253787268092e-07,5.41
2.7514616502132854e-07,5.4110000000000005
2.718266265158475e-07,5.412
3.899045584950432e-07,5.413
3.903418259709492e-07,5.414
3.79206043526409e-07,5.415
3.96610924831318e-07,5.416
4.2838521944895595e-07,5.417
3.393255673498461e-07,5.418
3.682780308339813e-07,5.4190000000000005
4.024316617030914e-07,5.42
3.946291510142816e-07,5.421
4.051309879924329e-07,5.422
4.062517558947245e-07,5.423
3.691731575102309e-07,5.424
6.206290877773844e-07,5.425
6.123241127963238e-07,5.426
5.843739552393987e-07,5.4270000000000005
4.689498185457104e-07,5.428
4.941570802086494e-07,5.429
4.691978686801322e-07,5.43
4.500739386178262e-07,5.431
4.692026679075136e-07,5.432
1.6606485429900984e-06,5.433
1.617766014177118e-06,5.434
1.5976372758555528e-06,5.4350000000000005
1.5716255279810383e-06,5.436
1.5685261536560893e-06,5.437
1.534554695380252e-06,5.438
1.4998991377796989e-06,5.439
1.4470673594818133e-06,5.44
1.4163007455972217e-06,5.441
1.40256700630625e-06,5.442
1.3960650088543945e-06,5.4430000000000005
1.3700731692731823e-06,5.444
1.3327170223649292e-06,5.445
1.281914113440188e-06,5.446
1.2679987829402991e-06,5.447
1.182975486754564e-06,5.448
1.146381056326162e-06,5.449
1.1135829790943288e-06,5.45
1.080747064300784e-06,5.4510000000000005
1.0648969382034398e-06,5.452
1.0505082771748742e-06,5.453
1.0436086134215571e-06,5.454
9.953209080026506e-07,5.455
9.86047239412993e-07,5.456
9.758236776270026e-07,5.457
9.55246703209795e-07,5.458
9.287598905310764e-07,5.4590000000000005
9.185337605371876e-07,5.46
8.900235890992506e-07,5.461
8.672197613817251e-07,5.462
8.55382320892844e-07,5.463
8.206439636180682e-07,5.464
8.284403503468621e-07,5.465
8.207939696852895e-07,5.466
7.926144322067301e-07,5.4670000000000005
8.052658214524494e-07,5.468
7.557498331787241e-07,5.469
7.24059881036652e-07,5.47
6.911445208962484e-07,5.471
6.73728128416412e-07,5.472
6.844073222793191e-07,5.473
6.891033838447006e-07,5.474
6.750900377758383e-07,5.4750000000000005
6.227085666975004e-07,5.476
7.041727218755798e-07,5.477
7.35652126783678e-07,5.478
6.497422934578423e-07,5.479
6.087072532503053e-07,5.48
5.836258514409672e-07,5.481
5.560119161369816e-07,5.482
5.363973671786268e-07,5.4830000000000005
4.984456661337343e-07,5.484
4.65978314971871e-07,5.485
4.629844071040825e-07,5.486
4.538377746057984e-07,5.487
4.221934872121704e-07,5.488
3.970640573502257e-07,5.489
4.041018080134224e-07,5.49
3.859940901485444e-07,5.4910000000000005
4.213693283443674e-07,5.492
4.258840616554318e-07,5.493
4.768038230778588e-07,5.494
4.671664116622205e-07,5.495
4.449017511884727e-07,5.496
4.500256224478721e-07,5.497
4.99424267299415e-07,5.498
5.346853512233136e-07,5.4990000000000006
4.713311894021483e-07,5.5
4.55536620733861e-07,5.501
4.558805382552841e-07,5.502
4.780845263990335e-07,5.503
4.996106653008842e-07,5.5040000000000004
5.034391214885571e-07,5.505
5.165785136859322e-07,5.506
4.787167335318031e-07,5.507
4.159925107938408e-07,5.508
3.857743001561882e-07,5.509
3.8275581365682426e-07,5.51
3.363845739371325e-07,5.511
3.30977745026092e-07,5.5120000000000005
3.35366973000745e-07,5.513
3.8922391535154514e-07,5.514
4.006036225752806e-07,5.515
3.98941757178219e-07,5.516
3.623892340390792e-07,5.517
4.244775971694298e-07,5.518
4.506139432350766e-07,5.519
4.119860530363105e-07,5.5200000000000005
3.705765941628696e-07,5.521
3.746990570920737e-07,5.522
3.347431390068629e-07,5.523
3.463551997072039e-07,5.524
2.474126123687169e-07,5.525
5.940380322049649e-07,5.526
6.159715007661712e-07,5.527
6.034868038561605e-07,5.5280000000000005
6.348123592038549e-07,5.529
6.239044910287395e-07,5.53
6.778607225333954e-07,5.531
6.177969762736981e-07,5.532
5.810348970229155e-07,5.533
6.142451661037287e-07,5.534
6.015420261746345e-07,5.535
6.467778466835623e-07,5.5360000000000005
6.54929588770119e-07,5.537
6.321159305038278e-07,5.538
5.628960683407398e-07,5.539
5.94374328083384e-07,5.54
5.505292943189841e-07,5.541
5.452668102776031e-07,5.542
5.579815695651038e-07,5.543
5.68209566050081e-07,5.5440000000000005
4.93052845934813e-07,5.545
3.8074037966288153e-07,5.546
3.720324938706247e-07,5.547
3.021677950741576e-07,5.548
3.222120851890479e-07,5.549
3.33862480549256e-07,5.55
3.29323955062021e-07,5.551
3.605491531594409e-07,5.5520000000000005
3.8806067464140427e-07,5.553
4.027803630614274e-07,5.554
4.550837791792328e-07,5.555
4.289962134715042e-07,5.556
3.908937662573111e-07,5.557
3.4685612592125733e-07,5.558
3.347551268712817e-07,5.559
3.342947001451379e-07,5.5600000000000005
3.45146930388985e-07,5.561
2.968418536833702e-07,5.562
3.0185423844598226e-07,5.563
2.5494197526770386e-07,5.564
2.428386447575209e-07,5.565
2.232469325466265e-07,5.566
2.421601102898356e-07,5.567
2.3756117448073955e-07,5.5680000000000005
1.815695002480293e-07,5.569
1.456356101532383e-07,5.57
2.276698907394347e-07,5.571
2.2889582329475882e-07,5.572
1.762018954209344e-07,5.573
2.0191058045913905e-07,5.574
1.860867741369528e-07,5.575
2.021561091949237e-07,5.5760000000000005
2.0186227040618717e-07,5.577
2.174749547163177e-07,5.578
1.2423409051265638e-07,5.579
1.4019992177253394e-07,5.58
1.3080121445459582e-07,5.581
1.166810438218972e-07,5.582
1.197920426646619e-07,5.583
5.968698764798709e-08,5.5840000000000005
1.678998221795245e-08,5.585
0.0,5.586
0.0,5.587
1.2434627009316349e-08,5.588
8.42421215919622e-09,5.589
0.0,5.59
0.0,5.591
0.0,5.5920000000000005
0.0,5.593
1.2543442229679549e-08,5.594
1.687129693037747e-08,5.595
1.984070209462644e-08,5.596
8.011206259381571e-08,5.597
8.127096537820114e-08,5.598
1.0482102262923617e-07,5.599
1.8157402354624979e-07,5.6000000000000005
1.817034103230024e-07,5.601
1.631471521754938e-07,5.602
2.2779903673041082e-07,5.603
2.420977897377579e-07,5.604
2.542516221794814e-07,5.605
2.802702023532704e-07,5.606
2.8611111785806745e-07,5.607
2.4967759497560853e-07,5.6080000000000005
2.2881902696631577e-07,5.609
2.1345020531322225e-07,5.61
2.302299731180232e-07,5.611
2.557787738611526e-07,5.612
2.463811468729893e-07,5.613
2.28964918034055e-07,5.614
2.1011328235801577e-07,5.615
1.6611198722424234e-07,5.6160000000000005
1.9357179624772745e-07,5.617
1.8154301214972265e-07,5.618
3.211420183349607e-07,5.619
4.022714950995598e-07,5.62
5.250518743807227e-07,5.621
5.021562537871245e-07,5.622
4.766244148533331e-07,5.623
4.599998271694592e-07,5.6240000000000006
3.7876943084084203e-07,5.625
3.32271195347748e-07,5.626
3.040842058948471e-07,5.627
3.128390694817752e-07,5.628
3.0376228285198696e-07,5.6290000000000004
2.763362390950834e-07,5.63
3.3603855275374066e-07,5.631
3.714522704215457e-07,5.632
4.273454500830221e-07,5.633
4.165594031399605e-07,5.634
5.371501341724814e-07,5.635
5.006970629660943e-07,5.636
4.969755142306114e-07,5.6370000000000005
5.083107515699948e-07,5.638
4.196629305952979e-07,5.639
3.8645504217201433e-07,5.64
4.110405648615029e-07,5.641
4.707682631045133e-07,5.642
4.973443403982641e-07,5.643
4.501153485419363e-07,5.644
4.28464477368588e-07,5.6450000000000005
4.080797985468682e-07,5.646
4.121459249437712e-07,5.647
3.747692168611474e-07,5.648
3.692647878707445e-07,5.649
3.603769401615032e-07,5.65
3.292601208036151e-07,5.651
3.100687334790212e-07,5.652
2.561604405360231e-07,5.6530000000000005
2.701989667580383e-07,5.654
2.960729440226599e-07,5.655
3.002112712425303e-07,5.656
3.2481127890323764e-07,5.657
3.922808796041704e-07,5.658
3.871950294818138e-07,5.659
3.813211662168721e-07,5.66
4.21252666076693e-07,5.6610000000000005
5.705540360053069e-07,5.662
5.790140096801737e-07,5.663
5.626226346407648e-07,5.664
5.475647728066559e-07,5.665
5.403336796804398e-07,5.666
5.28229652408412e-07,5.667
5.318948804669824e-07,5.668
5.213542557689212e-07,5.6690000000000005
4.795676252801415e-07,5.67
4.6933236925443806e-07,5.671
4.580916664857375e-07,5.672
4.632593516982419e-07,5.673
4.532381744658165e-07,5.674
4.3119258630813894e-07,5.675
3.982844477581232e-07,5.676
2.3955027444946335e-07,5.6770000000000005
2.314682365665852e-07,5.678
2.231118476319166e-07,5.679
2.3708359765904338e-07,5.68
2.425125167739868e-07,5.681
2.4461905265945176e-07,5.682
2.455225597903732e-07,5.683
2.49409512675211e-07,5.684
2.372307776318584e-07,5.6850000000000005
2.034634618655248e-07,5.686
2.3299750869369507e-07,5.687
2.5114778813597615e-07,5.688
2.792454799689227e-07,5.689
2.431571746684938e-07,5.69
2.3005407283582937e-07,5.691
2.670910568915037e-07,5.692
2.228720093387426e-07,5.6930000000000005
2.621001012390961e-07,5.694
2.4311668101942977e-07,5.695
2.186119099645977e-07,5.696
2.2667489140279827e-07,5.697
2.3759751264674034e-07,5.698
2.453585510103476e-07,5.699
2.4752667614199624e-07,5.7
2.628692426511356e-07,5.7010000000000005
2.4619892668189e-07,5.702
2.3760176389974373e-07,5.703
2.4731808420061775e-07,5.704
2.790616993460669e-07,5.705
2.472013219011973e-07,5.706
3.3842677360533245e-07,5.707
3.433910397968538e-07,5.708
3.380210845911696e-07,5.7090000000000005
3.3822701751948616e-07,5.71
2.755319550091208e-07,5.711
3.0896021455855525e-07,5.712
3.2655536487446506e-07,5.713
3.469798295814212e-07,5.714
3.2146656519153386e-07,5.715
3.378125928694528e-07,5.716
3.511928994417277e-07,5.7170000000000005
3.435450343382634e-07,5.718
3.45782649436476e-07,5.719
3.1949187927317093e-07,5.72
2.780042679471456e-07,5.721
2.4561412352059864e-07,5.722
2.2174360063765358e-07,5.723
1.861335770948588e-07,5.724
3.033662744920141e-07,5.7250000000000005
3.391789898585287e-07,5.726
3.045833099057875e-07,5.727
2.840424454668244e-07,5.728
3.0612114329247906e-07,5.729
3.471735306684511e-07,5.73
3.17898257420617e-07,5.731
3.042468596183641e-07,5.732
2.934019179303289e-07,5.7330000000000005
2.094819975894521e-07,5.734
2.8520900995203925e-07,5.735
3.0535270799139017e-07,5.736
3.303544313167731e-07,5.737
3.406682240202409e-07,5.738
3.802580759139456e-07,5.739
3.897249220397871e-07,5.74
3.92378118617782e-07,5.7410000000000005
4.241239937100472e-07,5.742
3.953861683140536e-07,5.743
3.9012343022353173e-07,5.744
3.707838245799017e-07,5.745
3.361449919098098e-07,5.746
3.040428644180234e-07,5.747
2.472956702619687e-07,5.748
2.5696078762540666e-07,5.7490000000000006
0.0,5.75
7.548073463960514e-09,5.751
0.0,5.752
0.0,5.753
0.0,5.7540000000000004
0.0,5.755
2.679519796595625e-08,5.756
2.262699907364373e-08,5.757000000000001
8.118820493783657e-09,5.758
0.0,5.759
0.0,5.76
0.0,5.761
0.0,5.7620000000000005
0.0,5.763
1.7793146670864033e-08,5.764
0.0,5.765
0.0,5.766
0.0,5.767
0.0,5.768
0.0,5.769
0.0,5.7700000000000005
0.0,5.771
1.133293651561474e-09,5.772
0.0,5.773
2.043216954272671e-08,5.774
0.0,5.775
2.26021717394477e-09,5.776
0.0,5.777
5.25763224501666e-09,5.7780000000000005
0.0,5.779
1.1531721234305376e-09,5.78
6.914987905532304e-10,5.781
0.0,5.782
0.0,5.783
0.0,5.784
1.7688884006621117e-08,5.785
2.779787554200669e-08,5.7860000000000005
9.195268587691944e-08,5.787
8.640938344620928e-08,5.788
7.18496805826075e-08,5.789
7.72832784442132e-08,5.79
0.0,5.791
1.5210611059268396e-08,5.792
5.77404421239876e-08,5.793
2.3000155286585846e-08,5.7940000000000005
2.7811094235620813e-08,5.795
5.3257572122171415e-08,5.796
6.884666120213758e-08,5.797
6.681800784874985e-08,5.798
5.167214140776387e-08,5.799
4.996155547441494e-08,5.8
4.963239378813089e-08,5.801
7.111030357941894e-08,5.8020000000000005
6.538691835464267e-08,5.803
6.298575471778763e-08,5.804
0.0,5.805
2.336808044955997e-08,5.806
0.0,5.807
1.391392938182374e-08,5.808
0.0,5.809
1.7054734346228113e-08,5.8100000000000005
3.6917057030494695e-08,5.811
0.0,5.812
0.0,5.813
3.992020209452955e-08,5.814
0.0,5.815
4.985732014827413e-08,5.816
8.953677733627793e-08,5.817
0.0,5.8180000000000005
1.6582564138806856e-08,5.819
0.0,5.82
2.9384516095272323e-08,5.821
4.4053877823811634e-08,5.822
2.054974000861512e-08,5.823
8.44819909333763e-09,5.824
0.0,5.825
4.55185472913666e-08,5.8260000000000005
2.8178823252918784e-08,5.827
9.451606253066922e-08,5.828
1.273063903684583e-07,5.829
1.2646243846730862e-07,5.83
1.371329342410189e-07,5.831
1.3803605066629166e-07,5.832
1.0228653208563129e-07,5.833
1.21518144255179e-07,5.8340000000000005
1.310873833812972e-07,5.835
1.1729715745730407e-07,5.836
6.690129375641662e-09,5.837
1.873311065932904e-08,5.838
1.8765587963866073e-08,5.839
5.983117663235618e-09,5.84
1.900079030528715e-08,5.841
3.664112828616581e-08,5.8420000000000005
1.9041754210540872e-08,5.843
4.768540127301117e-08,5.844
7.410993064749496e-08,5.845
4.752047190523676e-08,5.846
4.1301914188483764e-08,5.847
4.7148697441481077e-08,5.848
8.580305625377936e-08,5.849
2.986695643444904e-08,5.8500000000000005
2.7436458387655586e-08,5.851
3.0382014258052794e-08,5.852
2.982145475208345e-08,5.853
2.277989837534856e-08,5.854
6.116403388736324e-09,5.855
0.0,5.856
3.896134642230772e-08,5.857
5.404884242075714e-09,5.8580000000000005
0.0,5.859
2.2051509211771042e-07,5.86
2.207737997065305e-07,5.861
1.5135248257634408e-07,5.862
1.847644292930195e-07,5.863
1.922068391123445e-07,5.864
1.489550164000825e-07,5.865
1.1932422827239248e-07,5.8660000000000005
1.1448800637428797e-07,5.867
1.0128651628891353e-07,5.868
1.3103228941142086e-07,5.869
1.4252829289865965e-07,5.87
1.128160849882614e-07,5.871
1.2748372735217949e-07,5.872
1.1253777365197093e-07,5.873
1.3562704046898924e-07,5.8740000000000006
1.3386785016565545e-07,5.875
1.1358623936120313e-07,5.876
1.201993915632802e-07,5.877
1.1172371119634194e-07,5.878
1.212244776249801e-07,5.8790000000000004
1.611386619527424e-07,5.88
1.696553290434888e-07,5.881
1.870763352902064e-07,5.882000000000001
1.92707508883864e-07,5.883
2.202862116361011e-07,5.884
2.221699976018569e-07,5.885
2.041108223744342e-07,5.886
2.041257881860808e-07,5.8870000000000005
2.1965949623427501e-07,5.888
1.2830204141924393e-07,5.889
7.21068197315168e-08,5.89
6.848526791390151e-08,5.891
9.623478664485469e-09,5.892
4.501944739187751e-08,5.893
6.138892414513106e-08,5.894
6.410300810678431e-08,5.8950000000000005
6.710921626161373e-08,5.896
1.0875935171581576e-07,5.897
3.836222319869774e-08,5.898
2.0853207647564345e-07,5.899
2.286667077130984e-07,5.9
1.9705172575838115e-07,5.901
1.7313482368316695e-07,5.902
2.1930177914858065e-07,5.9030000000000005
2.555624073763411e-07,5.904
2.755579618070893e-07,5.905
2.798709894667368e-07,5.906
5.129786405070602e-07,5.907
4.817969600347335e-07,5.908
4.518699228137639e-07,5.909
4.582183447062024e-07,5.91
4.436024874449412e-07,5.9110000000000005
4.307117676524445e-07,5.912
4.1668259076462153e-07,5.913
4.0944674904718653e-07,5.914
3.988352422611336e-07,5.915
3.9140800961473857e-07,5.916
3.34635105493449e-07,5.917
3.093544453866147e-07,5.918
2.3930313018616885e-07,5.9190000000000005
2.46077405297653e-07,5.92
2.114975751751416e-07,5.921
1.6235527928764374e-07,5.922
1.6662372993202166e-07,5.923
1.772675203084365e-07,5.924
2.1393545661378461e-07,5.925
2.135293081605807e-07,5.926
2.026132966699596e-07,5.9270000000000005
1.1661217097258245e-07,5.928
1.6201599321865508e-07,5.929
0.0,5.93
0.0,5.931
0.0,5.932
5.441667659862156e-08,5.933
4.6987162760226894e-08,5.934
3.0468203248127655e-08,5.9350000000000005
4.254953088631872e-08,5.936
5.404735303462379e-08,5.937
4.7149270930436544e-08,5.938
0.0,5.939
0.0,5.94
0.0,5.941
0.0,5.942
1.6512300934087876e-08,5.9430000000000005
3.363923535599329e-09,5.944
1.1072328323926977e-07,5.945
1.0554028024232193e-07,5.946
1.228184857634905e-07,5.947
1.0514042792606969e-07,5.948
1.2318648853504726e-07,5.949
6.369597729045403e-08,5.95
3.871649415568562e-08,5.9510000000000005
3.763221543639244e-08,5.952
0.0,5.953
0.0,5.954
0.0,5.955
0.0,5.956
0.0,5.957
2.1114680824163377e-08,5.958
4.049452892260111e-08,5.9590000000000005
3.1784236798268266e-08,5.96
1.1626449727566637e-07,5.961
1.9430455901870615e-07,5.962
2.4907997048868804e-07,5.963
2.43277509839162e-07,5.964
2.965220138716846e-07,5.965
3.1588520215155925e-07,5.966
2.95958481271745e-07,5.9670000000000005
2.2283636403462898e-07,5.968
2.0156831090959722e-07,5.969
1.758279126380928e-07,5.97
1.9201876115007028e-07,5.971
1.0279608175947817e-07,5.972
1.1864118111853807e-07,5.973
8.865599477058068e-08,5.974
9.634539979317982e-08,5.9750000000000005
6.851797823412723e-08,5.976
6.303820504996699e-08,5.977
4.767778025897931e-08,5.978
7.090289037541659e-08,5.979
1.0086358433248324e-07,5.98
8.020377379986216e-08,5.981
4.87867250091658e-08,5.982
2.0410734454883597e-08,5.9830000000000005
1.3386100474216896e-09,5.984
0.0,5.985
9.420596668105022e-09,5.986
4.443977916885782e-08,5.987
6.499139876863857e-08,5.988
2.5822284610582157e-08,5.989
3.1277042942514415e-08,5.99
7.007022001017066e-08,5.9910000000000005
8.207125515314422e-08,5.992
9.159540744773792e-08,5.993
8.861383996757672e-08,5.994
2.131491566373823e-07,5.995
2.028838243749867e-07,5.996
2.0357902099834338e-07,5.997
1.421585940317608e-07,5.998
1.3298225561547433e-07,5.9990000000000006
1.4411466045183006e-07,6.0
1.3367957093875538e-07,6.001
9.098390219638973e-08,6.002
1.0396994057278601e-07,6.003
6.808142318540176e-08,6.0040000000000004
6.424305934242075e-08,6.005
1.0319786149866814e-07,6.006
6.584775733360791e-08,6.007000000000001
4.4501855597430596e-08,6.008
3.7937205150668024e-08,6.009
0.0,6.01
1.4847605985473426e-08,6.011
